"genre_id","genre_name","genre_desc","created_at","updated_at"
"1","Альт-рок","Альтернати́вный рок (также известен как альтернативная музыка, альт-рок или просто альтернатива; англ. alternative rock) — жанр рок-музыки, сформировавшийся из музыкального андеграунда 1980-х и ставший популярным в 1990-е и 2000-е годы. В данном случае слово «альтернатива» подразумевает антитезу мейнстримовой рок-музыке.","2023-03-02 00:21:14","2023-03-02 00:21:14"
"2","Фолк","Фолк-музыка (от англ. folk music «народная музыка») — жанр популярной музыки, который развился на основе народной музыки в середине XX века в результате феномена фолк-ривайвлов (возрождение интереса к народной музыке), когда народная музыка начала распространяться среди массовой аудитории. В этой связи его иногда называют «музыкой фолк-ривайвла».","2023-03-02 00:21:16","2023-03-02 00:21:17"
"3","Инди-рок","Инди-рок (англ. Indie rock, от англ. independent — независимый) — обобщающий термин для широкого диапазона музыкантов и стилей, объединённых причастностью к контркультуре и имеющих отношение к рок-музыке. Изначально термин «инди» использовался для обозначения независимых музыкальных лейблов, но впоследствии стал употребляться и по отношению к музыке, выпускавшейся на этих лейблах.","2023-03-02 00:21:17","2023-03-02 00:21:18"
"4","Инди-поп","Инди-поп (англ. Indie pop) — поджанр и субкультура альтернативного рока/инди-рока.  Инди-поп отличается от инди-рока тем, что более мелодичен, менее абразивен и относительно не тосклив. К его поджанрам относятся тви-поп и чеймбер-поп.","2023-04-03 19:24:57","2023-04-03 19:24:57"
"5","Пост-панк","Пост-па́нк (англ. post-punk) (оригинальное название «нью-мьюзик» (англ. new music) — жанр рок-музыки, сложившийся в конце 1970-х годов в Великобритании как продолжение панк-рока. Жанр пост-панк — это в какой-то степени более усложненная и экспериментальная форма панка: в отличие от резкого сухого звучания панк-рока, пост-панк отличался бо́льшим разнообразием музыкального самовыражения вследствие широкого диапазона влияния на жанр (краут-рок — в первую очередь, такие группы, как Neu! и Can; такие жанры как даб, фанк, диско, экспериментальные альбомы Дэвида Боуи так называемого «берлинского периода», электронные успехи Kraftwerk). Черпая вдохновение из элементов панк-рока (таких как провокация, или DIY подход), отступая от музыкальных границ панка к более широкой культурной принадлежности, постпанковая музыка была отмечена разнообразным, экспериментаторским чувством и его «концептуальным нападением» на рок-традиции.","2023-04-03 20:08:30","2023-04-03 20:08:30"
"6","Эмбиент","Э́мбиент (англ. ambient «окружающий») — стиль электронной музыки, основанный на модуляциях звукового тембра. Эмбиент часто характеризуют атмосферным, обволакивающим, ненавязчивым, фоновым звучанием. Зародился в 1970-х годах благодаря творчеству Брайана Ино; с тех пор сформировал несколько разновидностей. Приобрёл популярность в начале 1990-х благодаря таким исполнителям, как, например, The Orb и Aphex Twin.","2023-04-03 20:25:15","2023-04-03 20:25:15"
"7","Электроник-рок","Электроник-рок (также обычно называют синтирок, электророк или диджитал рок) — рок-музыка, создаваемая с участием электронных инструментов. Этот жанр в значительной степени зависит от уровня технических разработок, особенно на него повлияло изобретение и совершенствование синтезатора, а также развитие цифрового формата MIDI и компьютерных технологий.","2023-04-03 20:30:00","2023-04-03 20:30:00"
"8","EDM","Электронная танцевальная музыка (англ. EDM — Electronic dance music) представляет собой широкий спектр жанров и стилей электронной музыки, направленных, в первую очередь, для развлекательной индустрии. EDM является основой музыкального сопровождения для ночных клубов и фестивалей электронной музыки. EDM, как правило, используется в контексте живого воспроизведения, где диджей проигрывает заранее подготовленный список произведений, плавно переходя от одного к другому.","2023-04-03 20:50:58","2023-04-03 20:50:58"
"9","Альтернативный хип-хоп","Альтернативный хип-хоп (также известный как альтернативный рэп) — поджанр хип-хоп-музыки, охватывающий широкий спектр стилей, которые обычно не считаются мейнстримом. AllMusic определяет его следующим образом: «Альтернативный рэп относится к хип-хоп-группам, которые отказываются соответствовать каким-либо традиционным стереотипам рэпа, таким как гангста-рэп, Miami bass, хардкор-хип-хоп, поп-рэп и рэп для вечеринок. Вместо этого группы размывают жанры, в равной степени опираясь на фанк и поп-рок, а также джаз, соул, регги и даже фолк-музыку».","2023-04-03 21:18:51","2023-04-03 21:18:51"
